fecha,id_producto,id_cliente,id_vendedor,cantidad,descuento,precio_venta
2023-11-03,7,2,1,4,0.03,1800.0
2023-06-15,5,8,5,5,0.03,4200.0
2023-09-08,1,7,1,2,0.01,2200.0
2023-01-10,1,10,2,4,0.1,850.0
2023-02-27,3,10,4,2,0.11,2200.0
2023-07-05,2,2,5,2,0.04,350.0
2023-06-07,5,6,2,4,0.0,650.0
2023-05-03,10,6,5,6,0.01,350.0
2023-01-30,6,3,3,7,0.15,1800.0
2023-05-04,7,2,1,3,0.04,980.0
2023-10-18,4,1,3,3,0.12,12500.0
2023-02-10,7,6,2,6,0.09,650.0
2023-02-13,8,5,4,3,0.06,1800.0
2023-09-06,1,9,5,2,0.03,2200.0
2023-02-05,6,1,1,8,0.02,2200.0
2023-09-30,8,7,5,5,0.09,2200.0
2023-03-06,5,5,2,1,0.12,980.0
2023-03-07,4,5,5,3,0.1,350.0
2023-12-04,2,2,1,8,0.08,12500.0
2023-09-01,6,3,2,4,0.01,2200.0
2023-10-09,6,7,5,7,0.15,
2023-03-26,1,6,4,2,0.12,5500.0
2023-05-16,9,2,2,7,0.04,650.0
2023-09-28,6,6,2,5,0.15,850.0
2023-11-07,3,2,4,5,0.09,5500.0
2023-08-05,4,2,3,6,0.09,12500.0
2023-04-19,4,2,1,9,0.11,980.0
2023-10-04,3,3,3,6,0.12,12500.0
2023-12-20,10,2,5,8,0.1,850.0
2023-04-13,3,4,4,7,0.02,650.0
2023-06-09,3,9,3,9,0.05,850.0
2023-07-24,4,6,2,4,0.14,4200.0
2023-12-10,7,1,5,2,0.03,650.0
2023-11-29,4,8,5,7,0.06,12500.0
2023-07-11,9,7,3,6,0.06,2200.0
2023-08-13,1,10,3,1,0.07,12500.0
2023-09-22,8,3,4,9,0.09,12500.0
2023-08-20,7,1,1,9,0.14,650.0
2023-03-03,2,5,3,2,0.04,4200.0
2023-05-07,8,4,3,3,0.02,12500.0
2023-04-26,1,10,2,5,0.03,5500.0
2023-02-02,9,8,5,5,0.13,1800.0
2023-06-23,9,1,1,1,0.1,3800.0
2023-01-11,2,10,2,8,0.04,3800.0
2023-10-29,7,1,4,8,0.12,12500.0
2023-10-11,10,4,4,4,0.13,5500.0
2023-04-28,3,8,3,7,0.13,2200.0
2023-10-29,7,5,3,3,0.14,980.0
2023-04-23,10,2,4,6,0.04,980.0
2023-01-04,9,6,3,9,0.11,650.0
2023-02-06,4,5,1,1,0.07,3800.0
2023-12-29,1,2,3,5,0.13,12500.0
2023-11-20,2,3,5,4,0.11,980.0
2023-01-31,1,9,3,8,0.12,12500.0
2023-04-28,5,7,2,1,0.1,650.0
2023-02-04,5,7,1,9,0.03,3800.0
2023-01-17,7,6,2,6,0.08,850.0
2023-06-19,9,8,2,4,0.15,1800.0
2023-02-06,9,4,5,9,0.14,1800.0
2023-09-21,3,8,1,5,0.01,980.0
2023-05-02,3,4,1,5,0.02,1800.0
2023-05-23,3,8,1,5,0.02,850.0
2023-12-09,4,9,1,1,0.11,12500.0
2023-09-06,8,3,1,1,0.12,650.0
2023-04-20,6,3,5,8,0.03,850.0
2023-10-04,8,2,3,8,0.08,650.0
2023-03-09,1,10,2,6,0.13,650.0
2023-10-20,8,3,1,4,0.11,3800.0
2023-10-23,4,3,3,2,0.08,12500.0
2023-08-31,1,5,3,2,0.09,5500.0
2023-05-05,8,5,2,9,0.08,
2023-08-31,4,2,5,5,0.04,1800.0
2023-07-28,6,10,4,4,0.08,5500.0
2023-04-08,8,6,4,1,0.1,3800.0
2023-02-18,4,5,3,7,0.13,650.0
2023-02-19,3,6,2,3,0.1,980.0
2023-12-04,9,1,4,6,0.11,1800.0
2023-08-09,3,5,3,5,0.02,1800.0
2023-07-01,9,9,5,5,0.07,12500.0
2023-08-05,2,10,4,5,0.0,4200.0
2023-07-30,2,2,3,1,0.04,350.0
2023-08-28,2,1,3,1,0.11,350.0
2023-01-28,6,10,1,3,0.15,350.0
2023-12-11,3,9,5,4,0.01,4200.0
2023-12-01,9,10,1,5,0.06,12500.0
2023-11-27,4,9,2,2,0.12,4200.0
2023-02-20,1,9,1,8,0.03,350.0
2023-02-01,4,6,1,2,0.08,3800.0
2023-07-26,1,8,4,9,0.11,850.0
2023-06-23,5,1,3,2,0.09,650.0
2023-02-25,4,10,5,9,0.03,4200.0
2023-05-08,8,4,1,7,0.05,12500.0
2023-04-09,8,1,5,8,0.12,12500.0
2023-04-08,7,8,1,2,0.08,5500.0
2023-10-02,3,1,2,7,0.0,850.0
2023-08-18,1,3,1,6,0.11,980.0
2023-03-13,1,4,4,4,0.01,1800.0
2023-08-05,3,8,3,7,0.11,350.0
2023-04-04,6,6,2,4,0.03,980.0
2023-05-23,7,10,1,2,0.14,5500.0
2023-08-25,6,7,5,7,0.06,350.0
2023-05-08,6,8,2,8,0.05,850.0
2023-02-08,6,2,2,2,0.02,5500.0
2023-08-15,3,10,1,5,0.05,350.0
2023-10-09,6,8,2,1,0.13,850.0
2023-02-20,8,3,5,7,0.15,2200.0
2023-01-26,2,7,2,8,0.06,980.0
2023-11-30,5,3,5,6,0.07,980.0
2023-10-04,1,7,1,5,0.11,1800.0
2023-01-08,1,2,3,6,0.13,850.0
2023-02-17,5,10,2,2,0.09,4200.0
2023-05-02,3,6,3,1,0.06,2200.0
2023-03-27,4,3,5,7,0.06,3800.0
2023-07-28,3,3,2,7,0.1,350.0
2023-09-06,1,9,4,2,0.0,2200.0
2023-09-04,1,7,3,2,0.09,850.0
2023-04-20,5,5,2,1,0.05,650.0
2023-07-25,6,10,3,8,0.12,350.0
2023-01-31,3,7,2,8,0.01,12500.0
2023-03-26,9,9,1,1,0.09,980.0
2023-07-14,5,1,3,8,0.07,
2023-01-02,8,7,4,9,0.1,850.0
2023-07-19,1,6,4,4,0.01,12500.0
2023-05-16,5,10,5,1,0.09,1800.0
2023-08-21,3,9,2,1,0.08,5500.0
2023-05-27,1,1,3,3,0.08,3800.0
2023-08-05,4,4,5,5,0.09,3800.0
2023-12-23,5,9,3,5,0.1,12500.0
2023-10-12,7,4,2,9,0.12,980.0
2023-12-05,1,10,4,2,0.04,1800.0
2023-09-07,3,3,1,2,0.12,650.0
2023-03-21,2,9,4,6,0.07,980.0
2023-04-08,9,2,5,9,0.01,2200.0
2023-06-01,10,4,1,1,0.01,3800.0
2023-04-22,6,6,5,9,0.05,2200.0
2023-01-30,10,2,2,9,0.12,350.0
2023-10-24,3,8,1,9,0.11,4200.0
2023-10-05,8,8,5,5,0.12,850.0
2023-02-01,8,1,2,9,0.08,1800.0
2023-06-10,2,3,4,4,0.07,980.0
2023-01-30,6,10,2,2,0.02,3800.0
2023-01-26,7,9,3,6,0.05,2200.0
2023-10-27,2,5,2,4,0.07,5500.0
2023-09-02,10,6,2,6,0.01,350.0
2023-09-15,2,4,3,3,0.03,850.0
2023-09-29,10,10,5,6,0.09,850.0
2023-03-22,1,2,5,2,0.11,980.0
2023-01-30,8,8,2,2,0.15,1800.0
2023-09-18,1,6,3,9,0.14,650.0
2023-02-11,9,5,3,7,0.1,5500.0
2023-04-06,6,9,4,3,0.06,980.0
2023-02-05,7,1,5,1,0.1,2200.0
2023-11-01,10,5,1,8,0.12,4200.0
2023-02-04,7,6,5,6,0.02,12500.0
2023-12-12,10,5,5,7,0.06,650.0
2023-05-01,3,6,4,9,0.13,1800.0
2023-07-26,2,6,1,5,0.06,350.0
2023-03-03,9,7,4,1,0.09,650.0
2023-10-19,8,4,1,7,0.09,3800.0
2023-05-07,10,8,2,5,0.03,1800.0
2023-10-24,7,7,1,3,0.05,4200.0
2023-11-01,9,9,4,9,0.05,3800.0
2023-01-21,4,7,5,1,0.0,650.0
2023-11-14,4,3,1,1,0.0,12500.0
2023-02-11,1,3,1,1,0.12,12500.0
2023-08-03,8,8,3,3,0.04,4200.0
2023-12-03,3,5,5,6,0.08,850.0
2023-10-26,7,4,2,3,0.04,5500.0
2023-10-17,2,8,4,8,0.14,350.0
2023-09-25,2,6,2,2,0.04,850.0
2023-06-11,7,2,5,9,0.06,
2023-05-14,6,4,1,3,0.13,12500.0
2023-04-15,3,4,1,5,0.13,12500.0
2023-12-09,9,6,5,8,0.03,2200.0
2023-06-10,10,6,1,2,0.12,3800.0
2023-05-03,6,1,1,6,0.07,650.0
2023-05-16,10,8,1,5,0.07,350.0
2023-07-22,10,6,4,9,0.02,4200.0
2023-03-09,6,3,4,5,0.01,650.0
2023-12-10,1,9,3,2,0.11,2200.0
2023-11-27,4,2,2,5,0.07,12500.0
2023-06-03,10,8,5,4,0.07,4200.0
2023-08-23,6,10,5,7,0.11,12500.0
2023-06-11,6,3,5,6,0.11,350.0
2023-02-07,5,5,3,2,0.02,3800.0
2023-01-05,1,6,4,5,0.09,650.0
2023-08-23,8,10,3,7,0.02,650.0
2023-11-15,5,6,5,7,0.11,850.0
2023-10-16,5,4,2,5,0.1,4200.0
2023-02-21,7,3,1,9,0.14,5500.0
2023-02-07,4,4,4,4,0.01,2200.0
2023-10-03,6,1,4,3,0.01,5500.0
2023-04-20,4,4,3,4,0.04,850.0
2023-09-17,3,1,4,5,0.04,350.0
2023-05-16,7,1,5,6,0.04,2200.0
2023-03-09,8,10,5,3,0.14,3800.0
2023-06-28,4,6,3,2,0.04,5500.0
2023-02-05,2,5,5,4,0.04,3800.0
2023-05-06,10,4,2,5,0.11,5500.0
2023-07-09,3,3,3,4,0.07,3800.0
2023-05-26,1,1,2,3,0.12,5500.0
2023-03-22,8,6,1,8,0.01,3800.0
2023-08-13,3,2,2,4,0.07,850.0
2023-10-06,10,8,1,2,0.01,1800.0
2023-12-27,7,10,1,2,0.01,2200.0
2023-06-04,10,5,2,1,0.14,4200.0
2023-11-10,5,7,3,4,0.02,350.0
2023-12-01,10,10,5,9,0.08,980.0
2023-09-28,5,2,5,7,0.06,12500.0
2023-01-05,7,8,1,7,0.05,4200.0
2023-12-08,9,2,1,7,0.13,12500.0
2023-10-11,5,4,3,8,0.0,2200.0
2023-06-03,1,1,4,1,0.1,4200.0
2023-12-06,10,5,2,8,0.14,3800.0
2023-02-23,10,9,1,4,0.08,3800.0
2023-03-10,1,1,5,4,0.14,980.0
2023-05-16,2,9,3,4,0.01,12500.0
2023-03-01,6,8,2,6,0.06,350.0
2023-02-24,9,6,3,7,0.04,2200.0
2023-10-11,8,7,2,6,0.11,3800.0
2023-03-21,5,3,2,1,0.15,
2023-05-20,1,1,1,8,0.04,1800.0
2023-05-25,7,5,3,7,0.1,850.0
2023-11-06,5,2,3,6,0.03,850.0
2023-04-18,6,5,5,6,0.08,5500.0
2023-06-25,7,8,5,5,0.07,350.0
2023-04-15,3,9,1,6,0.15,850.0
2023-12-18,10,2,1,9,0.09,5500.0
2023-11-21,3,3,4,9,0.05,12500.0
2023-05-16,5,3,5,8,0.02,3800.0
2023-09-16,6,1,2,9,0.02,3800.0
2023-09-08,9,8,3,8,0.03,1800.0
2023-05-09,5,6,1,8,0.04,4200.0
2023-01-27,1,8,3,1,0.13,850.0
2023-02-17,4,9,3,5,0.08,12500.0
2023-11-21,5,5,4,4,0.08,650.0
2023-08-05,10,3,5,2,0.02,850.0
2023-05-22,10,5,1,8,0.13,350.0
2023-01-23,5,5,3,3,0.11,4200.0
2023-01-02,7,5,1,4,0.01,850.0
2023-06-20,4,3,2,7,0.11,12500.0
2023-03-08,1,10,4,9,0.08,850.0
2023-11-23,5,4,2,2,0.01,350.0
2023-05-15,7,9,1,3,0.07,650.0
2023-03-24,10,10,1,4,0.07,2200.0
2023-08-15,10,9,5,1,0.02,980.0
2023-10-10,6,2,3,7,0.14,650.0
2023-12-28,5,8,3,2,0.13,5500.0
2023-08-07,4,8,2,5,0.1,850.0
2023-10-15,2,7,4,1,0.07,3800.0
2023-01-05,4,8,3,3,0.06,1800.0
2023-02-27,10,3,5,2,0.1,3800.0
2023-02-08,10,6,2,1,0.08,650.0
2023-12-20,3,1,2,7,0.01,3800.0
2023-03-18,10,7,5,5,0.08,12500.0
2023-10-07,1,1,4,1,0.12,3800.0
2023-01-19,8,9,5,6,0.07,4200.0
2023-07-09,5,1,4,5,0.01,2200.0
2023-10-26,4,1,5,3,0.12,850.0
2023-10-10,8,7,5,7,0.03,3800.0
2023-03-17,7,2,1,9,0.04,350.0
2023-08-09,2,5,2,9,0.02,2200.0
2023-03-07,1,8,5,9,0.05,2200.0
2023-01-22,4,8,5,2,0.11,3800.0
2023-06-07,8,3,3,3,0.08,2200.0
2023-07-06,2,7,2,7,0.03,1800.0
2023-01-21,3,3,3,5,0.13,3800.0
2023-07-03,1,6,2,2,0.13,12500.0
2023-04-18,1,6,3,3,0.13,650.0
2023-12-16,3,3,5,6,0.04,4200.0
2023-05-08,5,7,5,7,0.07,
2023-12-08,3,3,1,9,0.15,980.0
2023-02-22,1,8,3,1,0.12,5500.0
2023-07-01,1,10,4,7,0.0,2200.0
2023-10-14,8,4,1,8,0.01,12500.0
2023-07-28,10,1,3,3,0.07,850.0
2023-11-14,2,4,3,4,0.14,850.0
2023-03-21,3,7,1,6,0.08,5500.0
2023-05-02,2,4,5,7,0.07,4200.0
2023-03-25,3,6,3,4,0.02,2200.0
2023-04-01,7,9,5,8,0.1,1800.0
2023-07-31,1,1,1,5,0.12,5500.0
2023-01-13,10,5,5,1,0.06,4200.0
2023-04-02,8,7,2,4,0.12,2200.0
2023-06-20,10,1,4,3,0.14,12500.0
2023-07-30,10,4,3,9,0.03,650.0
2023-12-09,10,6,4,8,0.08,1800.0
2023-05-08,2,2,5,1,0.04,980.0
2023-05-17,3,10,3,6,0.12,850.0
2023-03-23,9,5,5,9,0.09,350.0
2023-12-26,7,10,2,7,0.1,12500.0
2023-02-25,4,1,1,4,0.12,850.0
2023-07-15,10,6,3,1,0.06,3800.0
2023-01-20,5,6,2,2,0.14,350.0
2023-08-29,2,4,2,5,0.08,850.0
2023-04-24,8,8,3,5,0.02,4200.0
2023-04-13,4,4,5,8,0.1,1800.0
2023-08-24,9,8,2,6,0.12,850.0
2023-06-29,5,8,4,8,0.05,980.0
2023-06-06,9,5,2,2,0.13,650.0
2023-04-27,4,4,5,3,0.14,4200.0
2023-04-25,10,2,5,6,0.04,12500.0
2023-01-13,5,3,4,3,0.15,12500.0
2023-12-04,9,3,2,6,0.02,12500.0
2023-04-09,8,4,5,6,0.03,12500.0
2023-07-24,3,4,3,2,0.03,650.0
2023-06-18,1,10,1,7,0.13,850.0
2023-05-23,3,5,1,2,0.1,2200.0
2023-02-05,4,4,1,6,0.02,850.0
2023-05-23,2,10,2,1,0.07,3800.0
2023-06-29,1,8,4,3,0.09,1800.0
2023-11-25,7,6,5,2,0.01,350.0
2023-09-18,8,6,3,7,0.13,2200.0
2023-07-24,7,8,3,4,0.12,2200.0
2023-12-14,5,7,2,8,0.08,850.0
2023-10-02,1,10,1,6,0.15,2200.0
2023-06-19,7,10,2,4,0.06,5500.0
2023-01-15,7,8,4,5,0.15,5500.0
2023-03-01,9,2,4,9,0.1,3800.0
2023-05-14,3,9,5,7,0.1,350.0
